Unnamed: 0,id,text,keyword,url,raw_text,_input_hash,_task_hash,sentiment,annotator,annotation_id
1701,1704,"Bartku , kościoł jest opanowany przez talmudycznych księży . Tylko ja zauważam co się w nim wyprawia ? ! Storotestamentowcami jesteśmy czy katolikami to jest poteżna różnica . A na każdej mszy odczytuje się słowo Boże ze Starego Testamentu a potem z Nowego testamentu ... to jakimihttps :/ / twitter.com/BartKurzeja/status/1244506069633769472 …",kościoł,http://twitter.com/JDrewniany/statuses/1244526516173778944,"Bartku, kościoł jest opanowany przez talmudycznych księży. Tylko ja zauważam co się w nim wyprawia ?! Storotestamentowcami jesteśmy czy katolikami to jest poteżna różnica. A na każdej mszy odczytuje się słowo Boże ze Starego Testamentu a potem z Nowego testamentu...to jakimihttps://twitter.com/BartKurzeja/status/1244506069633769472 …",89735031,79733448,Negative,kaczmars@gmail.com,1702
1700,1703,"Duda może , ale nie potrafi . Kościoł to samo .",kościoł,http://twitter.com/CentralneO/statuses/1246933742352044032,"Duda może, ale nie potrafi. Kościoł to samo.",2025263693,-1449550137,Negative,kaczmars@gmail.com,1701
1699,1702,"Celowo umieszczali wsrod duchowienstwa kretow , by rozsadzic Kościol od srodka .",kościol,http://twitter.com/Buniolino/statuses/1241380785485160449,"Celowo umieszczali wsrod duchowienstwa kretow, by rozsadzic Kościol od srodka.",-1819292844,-512128601,Negative,kaczmars@gmail.com,1700
1698,1701,"Na uczelni rozpoczynają się #ferie więc trzeba ten czas dobrze zagospodarować . Książka chwilę czekała , ale tematyka bardzo aktualna . Zatem do dzieła ! #Kościol #CrisisManagement https://t.co/aP3nKOHl72",kościol,http://twitter.com/ks_jarek/statuses/1227271788905795584,"Na uczelni rozpoczynają się #ferie więc trzeba ten czas dobrze zagospodarować. Książka chwilę czekała, ale tematyka bardzo aktualna. Zatem do dzieła! #Kościol #CrisisManagement https://t.co/aP3nKOHl72",-763467961,504969303,Neutral,kaczmars@gmail.com,1699
1697,1700,Opoczno : Prawie 50 osób w kościele . Księża odmówili przyjęcia mandatów #Opoczno #Polska #KoronawirusWPolsce #koronowirus #SARS_COV_2 https://glos24.pl/opoczno-prawie-50-osob-w-kosciele-ksieza-odmowili-przyjecia-mandatow,kościele,http://twitter.com/glos24_pl/statuses/1247147588559798272,Opoczno: Prawie 50 osób w kościele. Księża odmówili przyjęcia mandatów #Opoczno #Polska #KoronawirusWPolsce #koronowirus #SARS_COV_2 https://glos24.pl/opoczno-prawie-50-osob-w-kosciele-ksieza-odmowili-przyjecia-mandatow,1126768338,811868900,Neutral,kaczmars@gmail.com,1698
1696,1699,@cezarygmyz A nam w Hannoverze zakończyli muszę przy 50 osobach w kościele . https://m.haz.de/amp/news/Hannover/Aus-der-Stadt/Coronavirus-Polizei-Hannover-beendet-polnischen-Gottesdienst-mit-50-Teilnehmern?__twitter_impression=true,kościele,http://twitter.com/MariuszBroos/statuses/1246200039816466438,@cezarygmyz A nam w Hannoverze zakończyli muszę przy 50 osobach w kościele. https://m.haz.de/amp/news/Hannover/Aus-der-Stadt/Coronavirus-Polizei-Hannover-beendet-polnischen-Gottesdienst-mit-50-Teilnehmern?__twitter_impression=true,476946974,519460765,Neutral,kaczmars@gmail.com,1697
1695,1698,Dlaczego w sklepie może być więcej osób niż w kościele ? https://dorzeczy.pl/religia/134401/koronawirus-dlaczego-w-sklepie-moze-byc-wiecej-osob-niz-w-kosciele.html,kościele,http://twitter.com/OrBeata/statuses/1244356091766546435,Dlaczego w sklepie może być więcej osób niż w kościele? https://dorzeczy.pl/religia/134401/koronawirus-dlaczego-w-sklepie-moze-byc-wiecej-osob-niz-w-kosciele.html,417703003,780128553,Neutral,kaczmars@gmail.com,1696
1694,1697,"Co wolno , a o czym musimy na jakiś czas zapomnieć ? Spacery wciąż są dozwolone . Podczas nich musimy zachować 2 m odległości między sobą . Dotyczy to także rodzin czy związków partnerskich . https://www.rp.pl/Prawo-dla-Ciebie/303319901-Koronawirus-rzad-wprowadza-kolejne-ograniczenia-dla-obywateli---co-na-to-prawnicy.html",związków partnerskich,http://twitter.com/RPPrawo/statuses/1245077152493518849,"Co wolno, a o czym musimy na jakiś czas zapomnieć? Spacery wciąż są dozwolone. Podczas nich musimy zachować 2 m odległości między sobą. Dotyczy to także rodzin czy związków partnerskich. https://www.rp.pl/Prawo-dla-Ciebie/303319901-Koronawirus-rzad-wprowadza-kolejne-ograniczenia-dla-obywateli---co-na-to-prawnicy.html",1105154395,-1056307270,Neutral,kaczmars@gmail.com,1695
1693,1696,"spokojnie , o 13.00 sejm wszystko klepnie , PAD przed 24.00 podpisze i w kwietniu masz wakacje od zus na 3 miechy ,",zus,http://twitter.com/DaleborL/statuses/1244903443560529925,"spokojnie, o 13.00 sejm wszystko klepnie, PAD przed 24.00 podpisze i w kwietniu masz wakacje od zus na 3 miechy,",-1891442220,252444293,Negative,kaczmars@gmail.com,1694
1692,1695,"ZUS szybko i sprawnie rozpatruje wnioski przedsiębiorców o wypłacenie \ "" postojowego \ "" . ( Plagiat z wpisu @tobezsensujest ) pic.twitter.com/FE1gT6HyHV",zus,http://twitter.com/SzymonSorokiew/statuses/1247211730897440768,"ZUS szybko i sprawnie rozpatruje wnioski przedsiębiorców o wypłacenie \""postojowego\"". (Plagiat z wpisu @tobezsensujest )pic.twitter.com/FE1gT6HyHV",-128440779,-1227131967,Neutral,kaczmars@gmail.com,1693
1691,1694,Mamy mózg i wiemy jak sobie dać radę . Rocznik 1973 najlepszy :-) 30 lat w handlu . ZUS na jednym rachunku i 1 % podatek obrotowy . Albo państwo uprości podatki albo zamykam interes :-) jest tez plan B wolny rynek i czarny rynek oraz martwe przepisy,zus,http://twitter.com/pioneerkrzys/statuses/1244122195137265664,Mamy mózg i wiemy jak sobie dać radę . Rocznik 1973 najlepszy :-) 30 lat w handlu. ZUS na jednym rachunku i 1% podatek obrotowy. Albo państwo uprości podatki albo zamykam interes :-) jest tez plan B wolny rynek i czarny rynek oraz martwe przepisy,396766560,-745401140,Negative,kaczmars@gmail.com,1692
1690,1693,"@AndrzejDuda Kampanii ciąg dalszy . Podziwiam wspaniałe samopoczucie . Radość na twarzy pana prezydenta naszą radością . To nic , że ponad dwa tygodnie siedzimy w domu , nie zarabiamy na czynsze , ZUS-y - ale to nie pański problem w końcu nie w pana kieszeń to uderzyło . Na TikToku tego nie ma . https://t.co/TVzDvCDB83",zus,http://twitter.com/MariaLe85219860/statuses/1244604270474940417,"@AndrzejDuda Kampanii ciąg dalszy. Podziwiam wspaniałe samopoczucie. Radość na twarzy pana prezydenta naszą radością. To nic, że ponad dwa tygodnie siedzimy w domu, nie zarabiamy na czynsze, ZUS-y - ale to nie pański problem w końcu nie w pana kieszeń to uderzyło. Na TikToku tego nie ma. https://t.co/TVzDvCDB83",1898446910,570036550,Negative,kaczmars@gmail.com,1691
1689,1692,Kilkadziesiąt osób wzięło udział w niedzielnej mszy świętej w kościele w Dąbrowie Białostockiej . Interweniowała policja . https://polskatimes.pl/dabrowa-bialostocka-kilkadziesiat-osob-na-mszy-swietej-w-kosciele-w-niedziele-29032020-interweniowala-policja/ar/c1-14886537?fbclid=IwAR1UkBqxRCnWxDK8E01NoCHjwxq9z8oVqRp9l0IjEdIF78_rLbwzBgS6apk #example #demo przez @twitterdev,kościele,http://twitter.com/kalia_mak/statuses/1244599727582326784,Kilkadziesiąt osób wzięło udział w niedzielnej mszy świętej w kościele w Dąbrowie Białostockiej. Interweniowała policja. https://polskatimes.pl/dabrowa-bialostocka-kilkadziesiat-osob-na-mszy-swietej-w-kosciele-w-niedziele-29032020-interweniowala-policja/ar/c1-14886537?fbclid=IwAR1UkBqxRCnWxDK8E01NoCHjwxq9z8oVqRp9l0IjEdIF78_rLbwzBgS6apk #example #demo przez @twitterdev,1961565429,-1266416089,Neutral,kaczmars@gmail.com,1690
1688,1691,Kraków . Prochy Krzysztofa Pendereckiego złożono w kościele św . Floriana https://krakow.gosc.pl/doc/6241545.Krakow-Prochy-Krzysztofa-Pendereckiego-zlozono-w-kosciele-sw https://t.co/w3pDC5DH2R,kościele,http://twitter.com/PIUMpl/statuses/1246168507089289217,Kraków. Prochy Krzysztofa Pendereckiego złożono w kościele św. Floriana https://krakow.gosc.pl/doc/6241545.Krakow-Prochy-Krzysztofa-Pendereckiego-zlozono-w-kosciele-sw https://t.co/w3pDC5DH2R,2030537516,1014569926,Neutral,kaczmars@gmail.com,1689
1687,1690,"11 kwietnia 1079r . – w krakowskim kościele na Skałce zginął śmiercią męczeńską biskup krakowski , Św . Stanisław ze Szczepanowa . Według tradycji zabójstwa dokonał osobiście król Bolesław II Szczodry , zwany również Śmiałym , w czasie gdy bp Stanisław odprawiał Mszę św . #11kwietnia https://t.co/bq4KLXIZ5g",kościele,http://twitter.com/roque7x/statuses/1248927970812665864,"11 kwietnia 1079r. – w krakowskim kościele na Skałce zginął śmiercią męczeńską biskup krakowski, Św. Stanisław ze Szczepanowa. Według tradycji zabójstwa dokonał osobiście król Bolesław II Szczodry, zwany również Śmiałym, w czasie gdy bp Stanisław odprawiał Mszę św. #11kwietnia https://t.co/bq4KLXIZ5g",15481624,-572012447,Neutral,kaczmars@gmail.com,1688
1686,1689,RYS to mentalna arystokracja w kościele . BOZY człowiek i intelektualista,kościele,http://twitter.com/Tomasz21753439/statuses/1244714826036805632,RYS to mentalna arystokracja w kościele. BOZY człowiek i intelektualista,99212408,-1054212103,Positive,kaczmars@gmail.com,1687
1685,1688,"Masowe zgromadzenie w sklepie lub w autobusie jest już OK ? Nigdy nie podaję nikomu rąk w kościele , więc chybiony argument . O jakim bogu rozprawiasz ?",kościele,http://twitter.com/AwBielawski/statuses/1244528376796372992,"Masowe zgromadzenie w sklepie lub w autobusie jest już OK? Nigdy nie podaję nikomu rąk w kościele, więc chybiony argument. O jakim bogu rozprawiasz?",123366658,-376110915,Negative,kaczmars@gmail.com,1686
1684,1687,"\ "" Niebezpieczeństwa związane z masowymi transmisjami na żywo \ "" . Dobrze , że ktoś o tym mówi ... Wczoraj pewien ateista napisał , że jeśli to jeszcze dłużej potrwa to sam Kosciół wmówi katolikom , że można byc wierzacym i nie chodzić do kościoła . I on sie bardzo z tego cieszy . Także ten ... https://twitter.com/PhilLawler/status/1248328541307047937 …",kosciół,http://twitter.com/KokokoEwa/statuses/1248600986807144449,"\""Niebezpieczeństwa związane z masowymi transmisjami na żywo\"".Dobrze, że ktoś o tym mówi...Wczoraj pewien ateista napisał,że jeśli to jeszcze dłużej potrwa to sam Kosciół wmówi katolikom,że można byc wierzacym i nie chodzić do kościoła.I on sie bardzo z tego cieszy.Także ten...https://twitter.com/PhilLawler/status/1248328541307047937 …",-296608769,-327734035,Negative,kaczmars@gmail.com,1685
1683,1686,"Czyżbyś uważał mnie za muzułmanina , buddystę , ateistę albo jakiegos innego szatanistę , by musiał sie nawracać do swego Pana , Jezusa Chrystusa ? Zdaje się , że Ty wierzysz że Zbawicielem jest Kosciół Rzymski , dzięki swym najświętszym kałanom i ich magicznym obrzędom , a nie sam Bóg",kosciół,http://twitter.com/ColgatesBilly/statuses/1244222809775263744,"Czyżbyś uważał mnie za muzułmanina, buddystę, ateistę albo jakiegos innego szatanistę, by musiał sie nawracać do swego Pana, Jezusa Chrystusa? Zdaje się, że Ty wierzysz że Zbawicielem jest Kosciół Rzymski, dzięki swym najświętszym kałanom i ich magicznym obrzędom, a nie sam Bóg",1246723114,746367702,Negative,kaczmars@gmail.com,1684
1682,1685,"w wierze nie powinno się kierowac zdaniem wrogów Kościoła tylko zdaniem Boga . W całej historii Koscioła Kosciół o coś niesłusznie oskarżano : od faryzeuszy , którzy osądzili Jezusa .",kosciół,http://twitter.com/KokokoEwa/statuses/1247782402526568448,"w wierze nie powinno się kierowac zdaniem wrogów Kościoła tylko zdaniem Boga. W całej historii Koscioła Kosciół o coś niesłusznie oskarżano: od faryzeuszy,którzy osądzili Jezusa.",-739261686,-22090170,Neutral,kaczmars@gmail.com,1683
1681,1684,"Nasi fundamentaliści , też kiedyś to zrobią . #kosciół #koronawirus https://twitter.com/PaniDubito/status/1246100216589279239 …",kosciół,http://twitter.com/jan_wolniak/statuses/1246101146785243137,"Nasi fundamentaliści, też kiedyś to zrobią. #kosciół #koronawirus https://twitter.com/PaniDubito/status/1246100216589279239 …",-294162156,-2002531702,Negative,kaczmars@gmail.com,1682
1680,1683,"@johnxanier @Morti39107226 @andrz3jc @jarek210 @PawelJalocha @MartiMar123456 @franciszek_bak @perlyswietlne @JolkaPiasecka @7awbreaker @guzik_magdalena @JanNowak2019 @piotr_chylinski @SamuelGrub @dynamiczne @ejdzejblip @Tessi777 @DanJanDob @pro_ton1 @aretaheb1 @Citeaux333 @dariuszw13 @KrisNY12 @G_Garbicz @Urzekotka @voyage_repete @48Yanii @MonikaM1987 @Siplas_62 @Elinoor2 @leskow666 @w84u6 @Norberto_BCN @DzieciKsiezy @boring_kicek @MarnyPo @MocekPawel @inviolatus @lexiss0226 @BartosinskiRAV @xmslyz @soboltajgowy @kolter_hugh @niedzwiedzki_m @_Dumny_ @anonymu97991181 @RationalRiot @przemys49264626 Kosciól przestawił wiele argumentów za swoją teorią że Ewa została stworzona z żebra Adama . Zostały one uznane i efektem tego było to , że wnioski koscioła mogły być głoszone jako prawda . Ani inkwizycja , ani nikt inny nikogo za głoszenie tych bzdur nie sądzili , bo niby dlaczego .",kosciól,http://twitter.com/Pan_OO_Paniscus/statuses/1244793708677128194,"@johnxanier @Morti39107226 @andrz3jc @jarek210 @PawelJalocha @MartiMar123456 @franciszek_bak @perlyswietlne @JolkaPiasecka @7awbreaker @guzik_magdalena @JanNowak2019 @piotr_chylinski @SamuelGrub @dynamiczne @ejdzejblip @Tessi777 @DanJanDob @pro_ton1 @aretaheb1 @Citeaux333 @dariuszw13 @KrisNY12 @G_Garbicz @Urzekotka @voyage_repete @48Yanii @MonikaM1987 @Siplas_62 @Elinoor2 @leskow666 @w84u6 @Norberto_BCN @DzieciKsiezy @boring_kicek @MarnyPo @MocekPawel @inviolatus @lexiss0226 @BartosinskiRAV @xmslyz @soboltajgowy @kolter_hugh @niedzwiedzki_m @_Dumny_ @anonymu97991181 @RationalRiot @przemys49264626 Kosciól przestawił wiele argumentów za swoją teorią że Ewa została stworzona z żebra Adama. Zostały one uznane i efektem tego było to, że wnioski koscioła mogły być głoszone jako prawda. Ani inkwizycja, ani nikt inny nikogo za głoszenie tych bzdur nie sądzili, bo niby dlaczego.",-420226233,-456958497,Negative,kaczmars@gmail.com,1681
1679,1682,"O samym dekalogu Jezus nic nie mówił , a juz szczególnie o zadnych \ "" kapłanach-posrednikach \ "" miedzy nimi a sobą , tudzież o jakichkolwiek sakramentach sprawowanych przez starotestamentowych \ "" kapłanów \ "" , bo takim w istocie stał sie ten koscioł . Chleb i wino NA PAMIĄTKE Jezusa",koscioł,http://twitter.com/ColgatesBilly/statuses/1248153717427355649,"O samym dekalogu Jezus nic nie mówił, a juz szczególnie o zadnych \""kapłanach-posrednikach\"" miedzy nimi a sobą, tudzież o jakichkolwiek sakramentach sprawowanych przez starotestamentowych \""kapłanów\"", bo takim w istocie stał sie ten koscioł. Chleb i wino NA PAMIĄTKE Jezusa",585310739,524664213,Neutral,kaczmars@gmail.com,1680
1678,1681,"Papież przestrzega przed “ wirusowym ludbójstwem ” https://deon.pl/kosciol/serwis-papieski/papiez-przestrzega-przed-wirusowym-ludbojstwem,822417 https://t.co/JxQLlWOu9z",kosciol,http://twitter.com/PIUMpl/statuses/1244711023761920001,"Papież przestrzega przed “wirusowym ludbójstwem” https://deon.pl/kosciol/serwis-papieski/papiez-przestrzega-przed-wirusowym-ludbojstwem,822417 https://t.co/JxQLlWOu9z",428526719,-1596496948,Neutral,kaczmars@gmail.com,1679
1677,1680,@xuysaxi sluchaj ale idk czy moi rodzice beda zadowoleni jak zrobie in kosciol w domu o 1 w nocy,kosciol,http://twitter.com/babahanjuna/statuses/1245488416965505025,@xuysaxi sluchaj ale idk czy moi rodzice beda zadowoleni jak zrobie in kosciol w domu o 1 w nocy,-382857392,-1175320438,Neutral,kaczmars@gmail.com,1678
1676,1679,"Biskupi płoccy do księży : to będą dni opuszczenia i samotności https://deon.pl/kosciol/biskupi-ploccy-do-ksiezy-to-beda-dni-opuszczenia-i-samotnosci,830748 … pic.twitter.com/NuRHsuDFpU",kosciol,http://twitter.com/PIUMpl/statuses/1246898305050841088,"Biskupi płoccy do księży: to będą dni opuszczenia i samotności https://deon.pl/kosciol/biskupi-ploccy-do-ksiezy-to-beda-dni-opuszczenia-i-samotnosci,830748 …pic.twitter.com/NuRHsuDFpU",-1177952905,633266404,Neutral,kaczmars@gmail.com,1677
1675,1678,W oparciu o wycofane zeznania . Ile kosciol za to zaplacil ?,kosciol,http://twitter.com/SStellmaszyk/statuses/1247457698305671169,W oparciu o wycofane zeznania. Ile kosciol za to zaplacil?,3755070,2134403728,Neutral,kaczmars@gmail.com,1676
1674,1677,"Bóg jest zawsze u początków ludzkich poczynań i dążeń . Natomiast miłość Chrystusa , którą człowiek jest obdarzony pozwala mu przewyższać samego siebie . “ Stanisław , wasz rodak z Rostkowa , zwykł był mawiać : do wyższych rzeczy jestem stworzony https://www.vaticannews.va/pl/kosciol/news/2020-03/ziarna-slowa-29-czlowiek-wewnetrzny.html",kosciol,http://twitter.com/rwatykanskie/statuses/1244678274162270211,"Bóg jest zawsze u początków ludzkich poczynań i dążeń. Natomiast miłość Chrystusa, którą człowiek jest obdarzony pozwala mu przewyższać samego siebie. “Stanisław, wasz rodak z Rostkowa, zwykł był mawiać: do wyższych rzeczy jestem stworzony https://www.vaticannews.va/pl/kosciol/news/2020-03/ziarna-slowa-29-czlowiek-wewnetrzny.html",906480920,98301393,Positive,kaczmars@gmail.com,1675
